time,open,high,low,close,volume,ticker,%_change,change,latest_change
2022-06-23,69330,72800,69140,71810,4908000,MWG,3.86,2670.0,2670.0 (3.86%)
2022-06-24,72800,72800,70720,71220,2716400,MWG,-0.82,-590.0,-590.0 (-0.82%)
2022-06-27,71020,71810,70420,70820,3160200,MWG,-0.56,-400.0,-400.0 (-0.56%)
2022-06-28,70330,72210,70330,72110,4121400,MWG,1.82,1290.0,1290.0 (1.82%)
2022-06-29,72110,73300,70420,72310,3154200,MWG,0.28,200.0,200.0 (0.28%)
2022-06-30,72410,72410,70520,70820,2401100,MWG,-2.06,-1490.0,-1490.0 (-2.06%)
2022-07-01,70920,70920,68150,69630,3285200,MWG,-1.68,-1190.0,-1190.0 (-1.68%)
2022-07-04,69330,69430,65970,67160,5181500,MWG,-3.55,-2470.0,-2470.0 (-3.55%)
2022-07-05,67160,67160,63390,64879,3983400,MWG,-3.4,-2281.0,-2281.0 (-3.4%)
2022-07-06,64879,65670,63390,63390,2398000,MWG,-2.3,-1489.0,-1489.0 (-2.3%)
2022-07-07,63490,64379,63290,63390,1590000,MWG,0.0,0.0,0.0 (0.0%)
2022-07-08,64080,65870,63790,64379,2586800,MWG,1.56,989.0,989.0 (1.56%)
2022-07-11,64180,64280,63390,63890,1370100,MWG,-0.76,-489.0,-489.0 (-0.76%)
2022-07-12,64180,64180,63390,63790,1606300,MWG,-0.16,-100.0,-100.0 (-0.16%)
2022-07-13,63390,63590,61310,63000,3099000,MWG,-1.24,-790.0,-790.0 (-1.24%)
2022-07-14,62300,63390,61710,62000,2134700,MWG,-1.59,-1000.0,-1000.0 (-1.59%)
2022-07-15,62200,62600,60920,60920,3080300,MWG,-1.74,-1080.0,-1080.0 (-1.74%)
2022-07-18,60920,62300,59630,60420,2540800,MWG,-0.82,-500.0,-500.0 (-0.82%)
2022-07-19,60620,60620,58930,59430,2118000,MWG,-1.64,-990.0,-990.0 (-1.64%)
2022-07-20,58640,62400,57650,60620,7377800,MWG,2.0,1190.0,1190.0 (2.0%)
2022-07-21,60620,63890,60620,63490,5004300,MWG,4.73,2870.0,2870.0 (4.73%)
2022-07-22,64280,66170,63590,63890,5454700,MWG,0.63,400.0,400.0 (0.63%)
2022-07-25,64180,65170,62100,62700,4019200,MWG,-1.86,-1190.0,-1190.0 (-1.86%)
2022-07-26,63290,63290,62200,62400,1808800,MWG,-0.48,-300.0,-300.0 (-0.48%)
2022-07-27,59530,62400,59530,61510,1866300,MWG,-1.43,-890.0,-890.0 (-1.43%)
2022-07-28,62400,62400,61410,61410,1950500,MWG,-0.16,-100.0,-100.0 (-0.16%)
2022-07-29,61810,61810,60420,60420,3375000,MWG,-1.61,-990.0,-990.0 (-1.61%)
2022-08-01,60420,61310,59430,60720,3256100,MWG,0.5,300.0,300.0 (0.5%)
2022-08-02,61210,61910,60720,61210,1394900,MWG,0.81,490.0,490.0 (0.81%)
2022-08-03,61410,61610,60720,61210,2660300,MWG,0.0,0.0,0.0 (0.0%)
2022-08-04,61610,62400,61510,62100,4344000,MWG,1.45,890.0,890.0 (1.45%)
2022-08-05,62300,62900,62000,62100,2712000,MWG,0.0,0.0,0.0 (0.0%)
2022-08-08,62100,62300,61710,62300,2490100,MWG,0.32,200.0,200.0 (0.32%)
2022-08-09,62500,63000,62300,62700,2806100,MWG,0.64,400.0,400.0 (0.64%)
2022-08-10,62700,63690,62400,63000,1974900,MWG,0.48,300.0,300.0 (0.48%)
2022-08-11,63390,63590,61910,62400,2719100,MWG,-0.95,-600.0,-600.0 (-0.95%)
2022-08-12,62300,63090,61610,62400,2419300,MWG,0.0,0.0,0.0 (0.0%)
2022-08-15,62700,64379,62400,64379,4433600,MWG,3.17,1979.0,1979.0 (3.17%)
2022-08-16,64379,66360,64379,65370,3910700,MWG,1.54,991.0,991.0 (1.54%)
2022-08-17,65370,65770,64379,64379,2518800,MWG,-1.52,-991.0,-991.0 (-1.52%)
2022-08-18,64379,65170,63290,63890,4073800,MWG,-0.76,-489.0,-489.0 (-0.76%)
2022-08-19,63890,64780,62500,63490,2276400,MWG,-0.63,-400.0,-400.0 (-0.63%)
2022-08-22,63990,66260,63890,65870,5855600,MWG,3.75,2380.0,2380.0 (3.75%)
2022-08-23,65269,67160,65269,66260,4014500,MWG,0.59,390.0,390.0 (0.59%)
2022-08-24,66260,66560,65670,66170,2219300,MWG,-0.14,-90.0,-90.0 (-0.14%)
2022-08-25,67060,68050,66660,67750,5153200,MWG,2.39,1580.0,1580.0 (2.39%)
2022-08-26,68050,72410,68050,71510,10847500,MWG,5.55,3760.0,3760.0 (5.55%)
2022-08-29,71120,73300,70030,73300,7689600,MWG,2.5,1790.0,1790.0 (2.5%)
2022-08-30,73790,74290,72210,72600,4227200,MWG,-0.95,-700.0,-700.0 (-0.95%)
2022-08-31,71810,73300,71810,73300,4620000,MWG,0.96,700.0,700.0 (0.96%)
2022-09-05,73200,73200,71810,71810,2694200,MWG,-2.03,-1490.0,-1490.0 (-2.03%)
2022-09-06,71910,72600,71710,72210,2599300,MWG,0.56,400.0,400.0 (0.56%)
2022-09-07,71910,72110,69930,70030,5672100,MWG,-3.02,-2180.0,-2180.0 (-3.02%)
2022-09-08,70820,71610,69830,70820,3748300,MWG,1.13,790.0,790.0 (1.13%)
2022-09-09,71320,71710,70130,71320,2784800,MWG,0.71,500.0,500.0 (0.71%)
2022-09-12,71510,74680,71410,73300,7345700,MWG,2.78,1980.0,1980.0 (2.78%)
2022-09-13,73300,73690,72600,73400,1957900,MWG,0.14,100.0,100.0 (0.14%)
2022-09-14,72010,73200,71910,73000,3704500,MWG,-0.54,-400.0,-400.0 (-0.54%)
2022-09-15,73000,74090,72700,73200,3178000,MWG,0.27,200.0,200.0 (0.27%)
2022-09-16,72700,73000,70720,71320,4279700,MWG,-2.57,-1880.0,-1880.0 (-2.57%)
2022-09-19,71320,72110,68440,69830,4171600,MWG,-2.09,-1490.0,-1490.0 (-2.09%)
2022-09-20,70230,71320,68540,71020,3380900,MWG,1.7,1190.0,1190.0 (1.7%)
2022-09-21,70330,70330,69330,69330,3106200,MWG,-2.38,-1690.0,-1690.0 (-2.38%)
2022-09-22,68440,70130,67650,69430,4254200,MWG,0.14,100.0,100.0 (0.14%)
2022-09-23,69430,69430,67950,68740,2717600,MWG,-0.99,-690.0,-690.0 (-0.99%)
2022-09-26,67160,67550,64980,67350,5240200,MWG,-2.02,-1390.0,-1390.0 (-2.02%)
2022-09-27,66760,67350,66170,66460,1536300,MWG,-1.32,-890.0,-890.0 (-1.32%)
2022-09-28,65470,66360,64379,64379,2724500,MWG,-3.13,-2081.0,-2081.0 (-3.13%)
2022-09-29,65870,65870,63090,63390,2545200,MWG,-1.54,-989.0,-989.0 (-1.54%)
2022-09-30,63090,63590,61110,63390,4371100,MWG,0.0,0.0,0.0 (0.0%)
2022-10-03,62300,62300,59030,59030,4026100,MWG,-6.88,-4360.0,-4360.0 (-6.88%)
2022-10-04,60620,60720,59530,60420,4024500,MWG,2.35,1390.0,1390.0 (2.35%)
2022-10-05,60420,62500,60420,61610,2124200,MWG,1.97,1190.0,1190.0 (1.97%)
2022-10-06,61610,61710,57450,57450,3170300,MWG,-6.75,-4160.0,-4160.0 (-6.75%)
2022-10-07,55960,57350,53490,53490,5573700,MWG,-6.89,-3960.0,-3960.0 (-6.89%)
2022-10-10,52600,56760,52500,56560,3911600,MWG,5.74,3070.0,3070.0 (5.74%)
2022-10-11,56560,57050,53590,54870,2333500,MWG,-2.99,-1690.0,-1690.0 (-2.99%)
2022-10-12,54970,58240,54970,56950,2886100,MWG,3.79,2080.0,2080.0 (3.79%)
2022-10-13,56460,57650,55960,57050,1531100,MWG,0.18,100.0,100.0 (0.18%)
2022-10-14,57450,59730,57450,59330,2989900,MWG,4.0,2280.0,2280.0 (4.0%)
2022-10-17,59030,59030,57250,58340,2670100,MWG,-1.67,-990.0,-990.0 (-1.67%)
2022-10-18,59330,59920,58040,58440,2054300,MWG,0.17,100.0,100.0 (0.17%)
2022-10-19,58640,58930,57750,58440,1407400,MWG,0.0,0.0,0.0 (0.0%)
2022-10-20,57650,58440,57350,57840,1811200,MWG,-1.03,-600.0,-600.0 (-1.03%)
2022-10-21,57750,57750,53880,53880,4238200,MWG,-6.85,-3960.0,-3960.0 (-6.85%)
2022-10-24,53980,54480,50120,50120,4828000,MWG,-6.98,-3760.0,-3760.0 (-6.98%)
2022-10-25,50220,53490,48530,51510,4400700,MWG,2.77,1390.0,1390.0 (2.77%)
2022-10-26,51600,52000,50120,51410,1528200,MWG,-0.19,-100.0,-100.0 (-0.19%)
2022-10-27,50810,53390,50810,52790,2990400,MWG,2.68,1380.0,1380.0 (2.68%)
2022-10-28,52990,53880,52300,52690,1802000,MWG,-0.19,-100.0,-100.0 (-0.19%)
2022-10-31,51900,52400,49030,51110,3903900,MWG,-3.0,-1580.0,-1580.0 (-3.0%)
2022-11-01,51510,52000,49620,49620,1999200,MWG,-2.92,-1490.0,-1490.0 (-2.92%)
2022-11-02,49520,49820,46360,47540,4317000,MWG,-4.19,-2080.0,-2080.0 (-4.19%)
2022-11-03,48530,49820,47640,49030,2600000,MWG,3.13,1490.0,1490.0 (3.13%)
2022-11-04,47100,47540,45610,45610,5742900,MWG,-6.98,-3420.0,-3420.0 (-6.98%)
2022-11-07,45560,46110,42440,42440,5344200,MWG,-6.95,-3170.0,-3170.0 (-6.95%)
2022-11-08,42440,45170,40910,44180,4117000,MWG,4.1,1740.0,1740.0 (4.1%)
2022-11-09,44570,46010,44130,45070,2156900,MWG,2.01,890.0,890.0 (2.01%)
2022-11-10,44520,44520,41950,41950,3670600,MWG,-6.92,-3120.0,-3120.0 (-6.92%)
2022-11-11,42990,43980,42590,42590,3565100,MWG,1.53,640.0,640.0 (1.53%)
2022-11-14,41600,42340,40020,40260,3514300,MWG,-5.47,-2330.0,-2330.0 (-5.47%)
2022-11-15,37840,39120,37490,37490,2983600,MWG,-6.88,-2770.0,-2770.0 (-6.88%)
2022-11-16,34910,40070,34910,40070,8555200,MWG,6.88,2580.0,2580.0 (6.88%)
2022-11-17,41350,42490,40410,41400,2857700,MWG,3.32,1330.0,1330.0 (3.32%)
2022-11-18,40610,41850,39520,41750,4367700,MWG,0.85,350.0,350.0 (0.85%)
2022-11-21,41550,41550,40260,40260,1762800,MWG,-3.57,-1490.0,-1490.0 (-3.57%)
2022-11-22,39820,41200,39470,39820,3707900,MWG,-1.09,-440.0,-440.0 (-1.09%)
2022-11-23,39920,40510,39720,40120,1510200,MWG,0.75,300.0,300.0 (0.75%)
2022-11-24,38830,38830,37340,37340,7862600,MWG,-6.93,-2780.0,-2780.0 (-6.93%)
2022-11-25,37190,37940,36150,37440,2595300,MWG,0.27,100.0,100.0 (0.27%)
2022-11-28,37940,40020,37940,39770,4322000,MWG,6.22,2330.0,2330.0 (6.22%)
2022-11-29,40120,42390,40120,42390,5268600,MWG,6.59,2620.0,2620.0 (6.59%)
2022-11-30,43190,44570,42590,43680,3777700,MWG,3.04,1290.0,1290.0 (3.04%)
2022-12-01,44570,45170,42340,43630,5855800,MWG,-0.11,-50.0,-50.0 (-0.11%)
2022-12-02,42990,46550,42990,46550,6464800,MWG,6.69,2920.0,2920.0 (6.69%)
2022-12-05,46600,48390,46600,47150,4146000,MWG,1.29,600.0,600.0 (1.29%)
2022-12-06,46750,46750,43930,43930,4093900,MWG,-6.83,-3220.0,-3220.0 (-6.83%)
2022-12-07,43930,44570,43090,44420,2930100,MWG,1.12,490.0,490.0 (1.12%)
2022-12-08,45360,46550,44770,45560,2626500,MWG,2.57,1140.0,1140.0 (2.57%)
2022-12-09,45560,46160,44920,45760,1675300,MWG,0.44,200.0,200.0 (0.44%)
2022-12-12,45760,46850,44570,45460,3474400,MWG,-0.66,-300.0,-300.0 (-0.66%)
2022-12-13,45320,45960,43980,45960,1956200,MWG,1.1,500.0,500.0 (1.1%)
2022-12-14,46850,46850,45360,46010,2187800,MWG,0.11,50.0,50.0 (0.11%)
2022-12-15,46010,47050,45710,46550,2539400,MWG,1.17,540.0,540.0 (1.17%)
2022-12-16,46310,47490,45460,47400,3003400,MWG,1.83,850.0,850.0 (1.83%)
2022-12-19,47150,48340,46700,46700,3782800,MWG,-1.48,-700.0,-700.0 (-1.48%)
2022-12-20,46160,46400,43780,46060,3352500,MWG,-1.37,-640.0,-640.0 (-1.37%)
2022-12-21,46060,46310,43930,45960,2052300,MWG,-0.22,-100.0,-100.0 (-0.22%)
2022-12-22,45910,46260,44870,46060,1519800,MWG,0.22,100.0,100.0 (0.22%)
2022-12-23,46060,46060,45120,45360,1584400,MWG,-1.52,-700.0,-700.0 (-1.52%)
2022-12-26,45070,45320,42200,42200,2559500,MWG,-6.97,-3160.0,-3160.0 (-6.97%)
2022-12-27,41110,42100,41110,41500,575400,MWG,-1.66,-700.0,-700.0 (-1.66%)
2022-12-27,41500,43380,41110,43380,2324700,MWG,4.53,1880.0,1880.0 (4.53%)
2022-12-28,42590,42790,41500,42590,1389600,MWG,-1.82,-790.0,-790.0 (-1.82%)
2022-12-29,42100,42490,41700,42490,1212100,MWG,-0.23,-100.0,-100.0 (-0.23%)
2022-12-30,42390,42590,41650,42490,1652400,MWG,0.0,0.0,0.0 (0.0%)
2023-01-03,42390,43580,42100,43530,1998900,MWG,2.45,1040.0,1040.0 (2.45%)
2023-01-04,42690,43880,42690,43090,1872700,MWG,-1.01,-440.0,-440.0 (-1.01%)
2023-01-05,43480,43580,42890,43190,1102800,MWG,0.23,100.0,100.0 (0.23%)
2023-01-06,43190,43430,42740,42740,1507500,MWG,-1.04,-450.0,-450.0 (-1.04%)
2023-01-09,42740,42890,41600,41600,2663500,MWG,-2.67,-1140.0,-1140.0 (-2.67%)
2023-01-10,41600,42200,41500,41800,1424300,MWG,0.48,200.0,200.0 (0.48%)
2023-01-11,41900,42790,41900,42150,1461200,MWG,0.84,350.0,350.0 (0.84%)
2023-01-12,42150,42590,41650,41700,986100,MWG,-1.07,-450.0,-450.0 (-1.07%)
2023-01-13,42000,42240,41650,41650,1087500,MWG,-0.12,-50.0,-50.0 (-0.12%)
2023-01-16,41650,41900,41300,41500,1408900,MWG,-0.36,-150.0,-150.0 (-0.36%)
2023-01-17,42000,42990,41800,42640,2760600,MWG,2.75,1140.0,1140.0 (2.75%)
